,importance,name,cumsum
162,0.002022814115498978,"sensor0__cwt_coefficients__coeff_3__w_5__widths_(2, 5, 10, 20)",0.6116047846160022
163,0.0020198572351296366,"sensor1__fft_coefficient__attr_""abs""__coeff_6",0.6136246418511319
164,0.002009833131532548,sensor1__time_reversal_asymmetry_statistic__lag_3,0.6156344749826644
165,0.00200449091222046,"sensor2__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.0",0.6176389658948849
166,0.0019836162629582824,"sensor2__linear_trend__attr_""stderr""",0.6196225821578432
167,0.001982638453011153,sensor1__index_mass_quantile__q_0.6,0.6216052206108543
168,0.001965333937850956,"sensor3__cwt_coefficients__coeff_7__w_5__widths_(2, 5, 10, 20)",0.6235705545487052
169,0.001958071099826827,"sensor3__cwt_coefficients__coeff_11__w_10__widths_(2, 5, 10, 20)",0.6255286256485321
170,0.0019510976640766619,"sensor0__cwt_coefficients__coeff_11__w_10__widths_(2, 5, 10, 20)",0.6274797233126087
171,0.0019510848635811977,"sensor1__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.2",0.6294308081761899
172,0.0019363850536325226,"sensor1__cwt_coefficients__coeff_2__w_5__widths_(2, 5, 10, 20)",0.6313671932298224
173,0.00192260808091708,"sensor3__cwt_coefficients__coeff_13__w_5__widths_(2, 5, 10, 20)",0.6332898013107394
174,0.001913549681406407,"sensor1__linear_trend__attr_""slope""",0.6352033509921459
175,0.0018624131488178658,sensor0__spkt_welch_density__coeff_2,0.6370657641409637
176,0.0018499125109125852,"sensor1__fft_coefficient__attr_""real""__coeff_5",0.6389156766518763
177,0.0018415764325795344,"sensor0__fft_coefficient__attr_""real""__coeff_1",0.6407572530844559
178,0.0018327694762781893,"sensor0__cwt_coefficients__coeff_3__w_10__widths_(2, 5, 10, 20)",0.642590022560734
179,0.0018110667585249157,"sensor0__cwt_coefficients__coeff_5__w_20__widths_(2, 5, 10, 20)",0.644401089319259
180,0.001804044976938792,"sensor3__cwt_coefficients__coeff_8__w_10__widths_(2, 5, 10, 20)",0.6462051342961977
181,0.0017779558725846518,sensor0__mean_abs_change,0.6479830901687824
182,0.0017703307906048245,"sensor0__cwt_coefficients__coeff_12__w_20__widths_(2, 5, 10, 20)",0.6497534209593873
183,0.0017569115666542217,"sensor2__agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""var""",0.6515103325260415
